file_path,emotion,augmented,original_file
data/processed\calm_enhanced\classical_classical.00049_noise_0.005.wav,calm,True,data/processed\calm\classical_classical.00049.wav
data/processed\calm_enhanced\classical_classical.00049_noise_0.010.wav,calm,True,data/processed\calm\classical_classical.00049.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00000_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00000.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00001_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00001.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00002_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00002.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00003_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00003.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00004_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00004.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00005_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00005.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00006_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00006.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00007_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00007.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00008_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00008.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00009_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00009.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00010_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00010.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00011_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00011.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00012_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00012.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00013_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00013.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00014_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00014.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00015_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00015.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00016_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00016.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00017_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00017.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00018_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00018.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_pitch_+1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_pitch_+2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_stretch_0.8.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_stretch_0.9.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_stretch_1.1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_stretch_1.2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_noise_0.005.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00019_noise_0.010.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00019.wav
data/processed\energetic_enhanced\hiphop_hiphop.00020_pitch_-2.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00020.wav
data/processed\energetic_enhanced\hiphop_hiphop.00020_pitch_-1.wav,energetic,True,data/processed\energetic\hiphop_hiphop.00020.wav
