file_path,emotion
happy\pop_pop.00000.wav,happy
happy\pop_pop.00001.wav,happy
happy\pop_pop.00002.wav,happy
happy\pop_pop.00003.wav,happy
happy\pop_pop.00004.wav,happy
happy\pop_pop.00005.wav,happy
happy\pop_pop.00006.wav,happy
happy\pop_pop.00007.wav,happy
happy\pop_pop.00008.wav,happy
happy\pop_pop.00009.wav,happy
happy\pop_pop.00010.wav,happy
happy\pop_pop.00011.wav,happy
happy\pop_pop.00012.wav,happy
happy\pop_pop.00013.wav,happy
happy\pop_pop.00014.wav,happy
happy\pop_pop.00015.wav,happy
happy\pop_pop.00016.wav,happy
happy\pop_pop.00017.wav,happy
happy\pop_pop.00018.wav,happy
happy\pop_pop.00019.wav,happy
happy\pop_pop.00020.wav,happy
happy\pop_pop.00021.wav,happy
happy\pop_pop.00022.wav,happy
happy\pop_pop.00023.wav,happy
happy\pop_pop.00024.wav,happy
happy\pop_pop.00025.wav,happy
happy\pop_pop.00026.wav,happy
happy\pop_pop.00027.wav,happy
happy\pop_pop.00028.wav,happy
happy\pop_pop.00029.wav,happy
happy\pop_pop.00030.wav,happy
happy\pop_pop.00031.wav,happy
happy\pop_pop.00032.wav,happy
happy\pop_pop.00033.wav,happy
happy\pop_pop.00034.wav,happy
happy\pop_pop.00035.wav,happy
happy\pop_pop.00036.wav,happy
happy\pop_pop.00037.wav,happy
happy\pop_pop.00038.wav,happy
happy\pop_pop.00039.wav,happy
happy\pop_pop.00040.wav,happy
happy\pop_pop.00041.wav,happy
happy\pop_pop.00042.wav,happy
happy\pop_pop.00043.wav,happy
happy\pop_pop.00044.wav,happy
happy\pop_pop.00045.wav,happy
happy\pop_pop.00046.wav,happy
happy\pop_pop.00047.wav,happy
happy\pop_pop.00048.wav,happy
happy\pop_pop.00049.wav,happy
happy\pop_pop.00050.wav,happy
happy\pop_pop.00051.wav,happy
happy\pop_pop.00052.wav,happy
happy\pop_pop.00053.wav,happy
happy\pop_pop.00054.wav,happy
happy\pop_pop.00055.wav,happy
happy\pop_pop.00056.wav,happy
happy\pop_pop.00057.wav,happy
happy\pop_pop.00058.wav,happy
happy\pop_pop.00059.wav,happy
happy\pop_pop.00060.wav,happy
happy\pop_pop.00061.wav,happy
happy\pop_pop.00062.wav,happy
happy\pop_pop.00063.wav,happy
happy\pop_pop.00064.wav,happy
happy\pop_pop.00065.wav,happy
happy\pop_pop.00066.wav,happy
happy\pop_pop.00067.wav,happy
happy\pop_pop.00068.wav,happy
happy\pop_pop.00069.wav,happy
happy\pop_pop.00070.wav,happy
happy\pop_pop.00071.wav,happy
happy\pop_pop.00072.wav,happy
happy\pop_pop.00073.wav,happy
happy\pop_pop.00074.wav,happy
happy\pop_pop.00075.wav,happy
happy\pop_pop.00076.wav,happy
happy\pop_pop.00077.wav,happy
happy\pop_pop.00078.wav,happy
happy\pop_pop.00079.wav,happy
happy\pop_pop.00080.wav,happy
happy\pop_pop.00081.wav,happy
happy\pop_pop.00082.wav,happy
happy\pop_pop.00083.wav,happy
happy\pop_pop.00084.wav,happy
happy\pop_pop.00085.wav,happy
happy\pop_pop.00086.wav,happy
happy\pop_pop.00087.wav,happy
happy\pop_pop.00088.wav,happy
happy\pop_pop.00089.wav,happy
happy\pop_pop.00090.wav,happy
happy\pop_pop.00091.wav,happy
happy\pop_pop.00092.wav,happy
happy\pop_pop.00093.wav,happy
happy\pop_pop.00094.wav,happy
happy\pop_pop.00095.wav,happy
happy\pop_pop.00096.wav,happy
happy\pop_pop.00097.wav,happy
happy\pop_pop.00098.wav,happy
happy\pop_pop.00099.wav,happy
melancholic\blues_blues.00000.wav,melancholic
melancholic\blues_blues.00001.wav,melancholic
melancholic\blues_blues.00002.wav,melancholic
melancholic\blues_blues.00003.wav,melancholic
melancholic\blues_blues.00004.wav,melancholic
melancholic\blues_blues.00005.wav,melancholic
melancholic\blues_blues.00006.wav,melancholic
melancholic\blues_blues.00007.wav,melancholic
melancholic\blues_blues.00008.wav,melancholic
melancholic\blues_blues.00009.wav,melancholic
melancholic\blues_blues.00010.wav,melancholic
melancholic\blues_blues.00011.wav,melancholic
melancholic\blues_blues.00012.wav,melancholic
melancholic\blues_blues.00013.wav,melancholic
melancholic\blues_blues.00014.wav,melancholic
melancholic\blues_blues.00015.wav,melancholic
melancholic\blues_blues.00016.wav,melancholic
melancholic\blues_blues.00017.wav,melancholic
melancholic\blues_blues.00018.wav,melancholic
melancholic\blues_blues.00019.wav,melancholic
melancholic\blues_blues.00020.wav,melancholic
melancholic\blues_blues.00021.wav,melancholic
melancholic\blues_blues.00022.wav,melancholic
melancholic\blues_blues.00023.wav,melancholic
melancholic\blues_blues.00024.wav,melancholic
melancholic\blues_blues.00025.wav,melancholic
melancholic\blues_blues.00026.wav,melancholic
melancholic\blues_blues.00027.wav,melancholic
melancholic\blues_blues.00028.wav,melancholic
melancholic\blues_blues.00029.wav,melancholic
melancholic\blues_blues.00030.wav,melancholic
melancholic\blues_blues.00031.wav,melancholic
melancholic\blues_blues.00032.wav,melancholic
melancholic\blues_blues.00033.wav,melancholic
melancholic\blues_blues.00034.wav,melancholic
melancholic\blues_blues.00035.wav,melancholic
melancholic\blues_blues.00036.wav,melancholic
melancholic\blues_blues.00037.wav,melancholic
melancholic\blues_blues.00038.wav,melancholic
melancholic\blues_blues.00039.wav,melancholic
melancholic\blues_blues.00040.wav,melancholic
melancholic\blues_blues.00041.wav,melancholic
melancholic\blues_blues.00042.wav,melancholic
melancholic\blues_blues.00043.wav,melancholic
melancholic\blues_blues.00044.wav,melancholic
melancholic\blues_blues.00045.wav,melancholic
melancholic\blues_blues.00046.wav,melancholic
melancholic\blues_blues.00047.wav,melancholic
melancholic\blues_blues.00048.wav,melancholic
melancholic\blues_blues.00049.wav,melancholic
melancholic\blues_blues.00050.wav,melancholic
melancholic\blues_blues.00051.wav,melancholic
melancholic\blues_blues.00052.wav,melancholic
melancholic\blues_blues.00053.wav,melancholic
melancholic\blues_blues.00054.wav,melancholic
melancholic\blues_blues.00055.wav,melancholic
melancholic\blues_blues.00056.wav,melancholic
melancholic\blues_blues.00057.wav,melancholic
melancholic\blues_blues.00058.wav,melancholic
melancholic\blues_blues.00059.wav,melancholic
melancholic\blues_blues.00060.wav,melancholic
melancholic\blues_blues.00061.wav,melancholic
melancholic\blues_blues.00062.wav,melancholic
melancholic\blues_blues.00063.wav,melancholic
melancholic\blues_blues.00064.wav,melancholic
melancholic\blues_blues.00065.wav,melancholic
melancholic\blues_blues.00066.wav,melancholic
melancholic\blues_blues.00067.wav,melancholic
melancholic\blues_blues.00068.wav,melancholic
melancholic\blues_blues.00069.wav,melancholic
melancholic\blues_blues.00070.wav,melancholic
melancholic\blues_blues.00071.wav,melancholic
melancholic\blues_blues.00072.wav,melancholic
melancholic\blues_blues.00073.wav,melancholic
melancholic\blues_blues.00074.wav,melancholic
melancholic\blues_blues.00075.wav,melancholic
melancholic\blues_blues.00076.wav,melancholic
melancholic\blues_blues.00077.wav,melancholic
melancholic\blues_blues.00078.wav,melancholic
melancholic\blues_blues.00079.wav,melancholic
melancholic\blues_blues.00080.wav,melancholic
melancholic\blues_blues.00081.wav,melancholic
melancholic\blues_blues.00082.wav,melancholic
melancholic\blues_blues.00083.wav,melancholic
melancholic\blues_blues.00084.wav,melancholic
melancholic\blues_blues.00085.wav,melancholic
melancholic\blues_blues.00086.wav,melancholic
melancholic\blues_blues.00087.wav,melancholic
melancholic\blues_blues.00088.wav,melancholic
melancholic\blues_blues.00089.wav,melancholic
melancholic\blues_blues.00090.wav,melancholic
melancholic\blues_blues.00091.wav,melancholic
melancholic\blues_blues.00092.wav,melancholic
melancholic\blues_blues.00093.wav,melancholic
melancholic\blues_blues.00094.wav,melancholic
melancholic\blues_blues.00095.wav,melancholic
melancholic\blues_blues.00096.wav,melancholic
melancholic\blues_blues.00097.wav,melancholic
melancholic\blues_blues.00098.wav,melancholic
melancholic\blues_blues.00099.wav,melancholic
melancholic\country_country.00000.wav,melancholic
melancholic\country_country.00001.wav,melancholic
melancholic\country_country.00002.wav,melancholic
melancholic\country_country.00003.wav,melancholic
melancholic\country_country.00004.wav,melancholic
melancholic\country_country.00005.wav,melancholic
melancholic\country_country.00006.wav,melancholic
melancholic\country_country.00007.wav,melancholic
melancholic\country_country.00008.wav,melancholic
melancholic\country_country.00009.wav,melancholic
melancholic\country_country.00010.wav,melancholic
melancholic\country_country.00011.wav,melancholic
melancholic\country_country.00012.wav,melancholic
melancholic\country_country.00013.wav,melancholic
melancholic\country_country.00014.wav,melancholic
melancholic\country_country.00015.wav,melancholic
melancholic\country_country.00016.wav,melancholic
melancholic\country_country.00017.wav,melancholic
melancholic\country_country.00018.wav,melancholic
melancholic\country_country.00019.wav,melancholic
melancholic\country_country.00020.wav,melancholic
melancholic\country_country.00021.wav,melancholic
melancholic\country_country.00022.wav,melancholic
melancholic\country_country.00023.wav,melancholic
melancholic\country_country.00024.wav,melancholic
melancholic\country_country.00025.wav,melancholic
melancholic\country_country.00026.wav,melancholic
melancholic\country_country.00027.wav,melancholic
melancholic\country_country.00028.wav,melancholic
melancholic\country_country.00029.wav,melancholic
melancholic\country_country.00030.wav,melancholic
melancholic\country_country.00031.wav,melancholic
melancholic\country_country.00032.wav,melancholic
melancholic\country_country.00033.wav,melancholic
melancholic\country_country.00034.wav,melancholic
melancholic\country_country.00035.wav,melancholic
melancholic\country_country.00036.wav,melancholic
melancholic\country_country.00037.wav,melancholic
melancholic\country_country.00038.wav,melancholic
melancholic\country_country.00039.wav,melancholic
melancholic\country_country.00040.wav,melancholic
melancholic\country_country.00041.wav,melancholic
melancholic\country_country.00042.wav,melancholic
melancholic\country_country.00043.wav,melancholic
melancholic\country_country.00044.wav,melancholic
melancholic\country_country.00045.wav,melancholic
melancholic\country_country.00046.wav,melancholic
melancholic\country_country.00047.wav,melancholic
melancholic\country_country.00048.wav,melancholic
melancholic\country_country.00049.wav,melancholic
melancholic\country_country.00050.wav,melancholic
melancholic\country_country.00051.wav,melancholic
melancholic\country_country.00052.wav,melancholic
melancholic\country_country.00053.wav,melancholic
melancholic\country_country.00054.wav,melancholic
melancholic\country_country.00055.wav,melancholic
melancholic\country_country.00056.wav,melancholic
melancholic\country_country.00057.wav,melancholic
melancholic\country_country.00058.wav,melancholic
melancholic\country_country.00059.wav,melancholic
melancholic\country_country.00060.wav,melancholic
melancholic\country_country.00061.wav,melancholic
melancholic\country_country.00062.wav,melancholic
melancholic\country_country.00063.wav,melancholic
melancholic\country_country.00064.wav,melancholic
melancholic\country_country.00065.wav,melancholic
melancholic\country_country.00066.wav,melancholic
melancholic\country_country.00067.wav,melancholic
melancholic\country_country.00068.wav,melancholic
melancholic\country_country.00069.wav,melancholic
melancholic\country_country.00070.wav,melancholic
melancholic\country_country.00071.wav,melancholic
melancholic\country_country.00072.wav,melancholic
melancholic\country_country.00073.wav,melancholic
melancholic\country_country.00074.wav,melancholic
melancholic\country_country.00075.wav,melancholic
melancholic\country_country.00076.wav,melancholic
melancholic\country_country.00077.wav,melancholic
melancholic\country_country.00078.wav,melancholic
melancholic\country_country.00079.wav,melancholic
melancholic\country_country.00080.wav,melancholic
melancholic\country_country.00081.wav,melancholic
melancholic\country_country.00082.wav,melancholic
melancholic\country_country.00083.wav,melancholic
melancholic\country_country.00084.wav,melancholic
melancholic\country_country.00085.wav,melancholic
melancholic\country_country.00086.wav,melancholic
melancholic\country_country.00087.wav,melancholic
melancholic\country_country.00088.wav,melancholic
melancholic\country_country.00089.wav,melancholic
melancholic\country_country.00090.wav,melancholic
melancholic\country_country.00091.wav,melancholic
melancholic\country_country.00092.wav,melancholic
melancholic\country_country.00093.wav,melancholic
melancholic\country_country.00094.wav,melancholic
melancholic\country_country.00095.wav,melancholic
melancholic\country_country.00096.wav,melancholic
melancholic\country_country.00097.wav,melancholic
melancholic\country_country.00098.wav,melancholic
melancholic\country_country.00099.wav,melancholic
